keyword,ranking,date_channel_create(UTC),channel_country,channel_all_video_upload_playlist_id,channel_url,channel_owner_url,channel_description,channel_custom_id,channel_tag,is_channel_Family_safe,is_channel_hiden_sub,channel_topic,channel_view_count,channel_video_count,channel_subs_count
vtuber,35,2022-05-02 19:49:36.035397+00:00,,UUkz3GkgLQrLkM3Co_pYRyTQ,https://www.youtube.com/channel/UCkz3GkgLQrLkM3Co_pYRyTQ,http://www.youtube.com/@Makiba_uta,"Birthday
３/１Mar.
魔界でブラック企業生活で胃に穴が開いたから人間界に舞い降りた
ミノタウロスの牧場唄だヨ～‼️

夢は人間界で同じ思いをしている人間どもを笑顔にできること‼️
そのために日々配信に勤しんでおるぞ🫡

もし配信おもろかったら！チャンネル登録してない方は登録🫵・高評価・X(旧Twitter)等のフォロー( ｀・∀・´)ﾉﾖﾛｼｸ
・X(旧Twitter)▶https://twitter.com/makiba030

他愛もない事、質問、お悩み相談等何かあれば(無くてもｗｗ)マシュマロ投げてみて！！ﾖﾛｺﾌﾞ
🧁マシュマロ(marshmallow)▶https://marshmallow-qa.com/makiba0301?utm_medium=twitter&utm_source=promotion
",@makiba_uta,,True,False,"Action_game,Video_game_culture",51093,904,413
vtuber,36,2019-07-14 17:13:29+00:00,JP,UU1WAEoIIcv5Q3bL9UP5mSSQ,https://www.youtube.com/channel/UC1WAEoIIcv5Q3bL9UP5mSSQ,http://www.youtube.com/@vtubertukky,"見た目はsexy、頭の中はお子様。垂れたケモ耳銀髪お狐お姉さん。

雑談大好きvtuberです。
MMDでは主にボカロ・アニソンや私の推しの曲に合わせて踊っています。ボカロは昔の物から今のプロセカのものまで多種多様！

2024年2月現在ステージ１の肝癌と戦っています。
まだまだ生きるつもりなので、応援してね！
皆の応援が私の支えです。

毎日ショートUPしています。APEXは今後は動画からのUPになりますがUPしていきますよー！

ノベルゲームでCVを声を変えて色々プレイするのがすき。TRPGやマーダーミステリーのセッションもすきです。
毎週歌も歌っています。
tiktok　liveも行っています。そちらでも歌ったり話したり、ゲームしていますのでよかったら見に来てください。

【注意】
Tukky並びにリスナーさんへの罵倒、誹謗中傷、ほかの配信への誘導、コメントの連投、その他BAN対象になり得るコメント等が確認された場合Tukky関係なくモデレーター権限で削除される場合があります。そのため私に確認してもわかりませんので、DM等はお控えください。






",@vtubertukky,"つっきー,vtuber,雑談,歌配信,狐,銀髪,雀魂,もふもふ,ホラー,fox,fluffy,Tukky,karaoke,horror,MMD,APEX,参加型,JPvtuber,TRPG,マーダーミステリー,マダミス,絶叫,ボカロ,vocaloid,JPvtuber,歌枠,singing,ノベルゲーム,ギャルゲーム,PS1,PS2,JPvtuber,Doomsdays",True,False,"Action_game,Video_game_culture,Role-playing_video_game",1011138,4106,11000
vtuber,37,2021-01-21 13:05:32.969273+00:00,JP,UU5Kgc_HNzx4GJ-w4QMeeKiQ,https://www.youtube.com/channel/UC5Kgc_HNzx4GJ-w4QMeeKiQ,http://www.youtube.com/@pythonvtuber9917,"Pythonプログラミングについて解説するVTuber サプーです✨
初心者でも分かりやすく、Pythonを学習できるような動画をアップロードしていきます！
みんなが少しでもPythonが好きになってくれたら嬉しいな💕

Xをやってるので、フォローお願いします！
X ▶︎ https://twitter.com/PythonSuppl
メール ▶︎ python.supu.vtuber@gmail.com
",@pythonvtuber9917,"プログラミング,Python,初心者,入門,基本,パイソン,学習",True,False,"Lifestyle_(sociology),Knowledge,Technology",4886855,170,81400
vtuber,38,2014-07-21 09:05:31+00:00,JP,UUfiym_R_cw2zFeLy-N1QuOA,https://www.youtube.com/channel/UCfiym_R_cw2zFeLy-N1QuOA,http://www.youtube.com/@yanahiro_Vtuber,"皆さんどうもです✨
優裏ヨナヒロ(やさうら よなひろ)です( ´ ▽ ` )ﾉ
ヤンデレ恐怖症なVtuberです！
基本的にはFPS、TCG、麻雀、雑談などをやっていきます！ヴァンガードクリエイターサポーター
Twitter▶優裏ヨナヒロ
https://twitter.com/full2424nh?t=VlcFFs-dAZrvyKggRoJK-A&s=09
イラストレーター
https://twitter.com/egoist867?t=Gv0QWWRJmYNBSKdowt5ABw&s=09
モデリング
https://twitter.com/yukichinowanwan?t=YUoxgEoUIF19q5p5x0hknQ&s=09
推しマーク▶㊼🛡",@yanahiro_vtuber,,True,False,"Action_game,Video_game_culture",230697,1117,1050
vtuber,39,2022-10-20 07:00:32.407127+00:00,,UUHL896o6KRrWivILbM1ngwA,https://www.youtube.com/channel/UCHL896o6KRrWivILbM1ngwA,http://www.youtube.com/@aRu.vtuber,"halooo semua aku aRu! atau titel lengkapku adalah Kagenashi aRumono atau Shadowless Existence atau Entitas tanpa Bayangan

seorang anime yang setelah menguasai 9 dimensi menjadi Vtuber!! sekarang aku sering masuk ke dunia game, bersenang- senang berbicara dengan Pengu-ku lalu main game offline mengunjungi dunia2 lain.

senang berkenalan dengan mu! my lovely Pengu! sini join our PENGU FAM!!! muahahaha

aku lebih aktif di Tiktok valoran live only dan Twitter!! di Youtube semua livestream varian lengkapp
sekian dan terimakasih sudah mampir kesini 

",@aru.vtuber,,True,False,"Action_game,Role-playing_video_game,Video_game_culture,Action-adventure_game,Entertainment",2256,9,735
vtuber,40,2023-03-31 20:24:45.865282+00:00,,UUmC7OfwOF41imp6XHPLWkaA,https://www.youtube.com/channel/UCmC7OfwOF41imp6XHPLWkaA,http://www.youtube.com/@PobretambemeVtuber,"Ola eu sou Haida Takashi, mas pode me chamar de takashi-sama. 
eu sou um meio Oni de nascença e meio cobra.
um devorador de pesadelos.

espero dia te encontrar em seus sonhos. :3
",@pobretambemevtuber,,True,False,"Film,Entertainment,Video_game_culture",70922,78,841
vtuber,41,2015-01-17 12:23:34+00:00,JP,UUAT_yNt3frY_qC9uSXQQPZA,https://www.youtube.com/channel/UCAT_yNt3frY_qC9uSXQQPZA,http://www.youtube.com/@hatyune,"🌸自己紹介------------------------------------------------------------------------------- **
無所属Vtuberの初音です。
2021年7月からVtuberとして活動開始。
主にゲーム配信、最近歌ってみたを始めました。
みなさん、よろしくお願い致します。

◆ファンアート
#はちゅねアート

◆ファンネーム
はちゅナイト

◆メンバーシップはこちらから
https://www.youtube.com/channel/UCAT_yNt3frY_qC9uSXQQPZA/join

❤SNS、連絡先 ------------------------------------------------------------------------------- **
◆Youtube
https://qr.paps.jp/oXokd

◆X（旧Twitter）
https://twitter.com/hatune_ch

◆連絡先
案件などのご連絡はX（旧Twitter）ダイレクトメッセージよりお願い致します。

❤そのほか ------------------------------------------------------------------------------- **
◆配信環境
https://www.fanbox.cc/manage/posts/4319302
",@hatyune,"vtuber,女性配信,ゲーム,歌ミタ,新人Vtuber,FF14,Apex,FPS",True,False,"Role-playing_video_game,Action-adventure_game,Action_game,Video_game_culture",223113,1240,5300
vtuber,42,2022-10-04 09:36:04.395640+00:00,JP,UUMtphDrM_wWQeNkQiSbjPQg,https://www.youtube.com/channel/UCMtphDrM_wWQeNkQiSbjPQg,http://www.youtube.com/@kanashikishafu,"発達障害(ASD)＆アトピーVtuberの叶識しゃふ(かなしきしゃふ)です！
障害や病気に対する理解を広めたくて活動しています！

twitter
https://twitter.com/kanashikishafu

企画、アバター調整、動画編集、デザイン等
全て一人で行っているため
活動はゆっくりになりますが
よろしくお願いいたします(*'▽')



",@kanashikishafu,,True,False,"Video_game_culture,Entertainment,Action_game",82229,105,2330
vtuber,43,2022-01-14 03:09:00.787573+00:00,JP,UUZ0OAOD2dyHsvr71gMxKsFg,https://www.youtube.com/channel/UCZ0OAOD2dyHsvr71gMxKsFg,http://www.youtube.com/@popona_ch,"ポッポー♪
『NGS』オフィシャルVtuber・セガ公式Vtuberのポポナです！
 「ポッポー♪」を合言葉に相棒(？)のハトスケと共に配信中！
 
■ポポナのTwitter：https://twitter.com/popona_NGS_SEGA

■スーパーチャットについて
いつも応援いただきありがとうございます。
コメントの内容によっては読み上げを控えさせていただく場合がございます。
配信後には応援いただいた全てのスーパーチャットに目を通しております。
ご了承の程宜しくお願いいたします。
 
■ポポナ公式HP：https://sega-popona.com/

■セガ公式HP：https://www.sega.co.jp/index.html

■ポポナのグッズ
・『NGS』オフィシャルVtube・セガ公式Vtuberrポポナ 公式ショップ：https://popona.booth.pm/

■『NGS』関連サイト
・『PSO2 ニュージェネシス』公式サイト：https://pso2.jp/
・公式Twitter：https://twitter.com/sega_pso2
・公式コミュTwitter：https://twitter.com/rappy_commu
・公式LINE＠アカウント：https://page.line.me/pso2
・『ファンタシースターシリーズ』公式ポータルサイト：https://phantasystar.sega.jp/

※当チャンネル内で発生する収益については、株式会社セガ及びPSO2チームは受け取っておりません。

※『NGS』、セガに関するご質問・ご意見にお答えできない場合がございます。
　  ▼こちらよりお問合せの上、ご確認お願いします。
　  https://pso2.jp/players/support/faq/
",@popona_ch,"ポポナ,popona,NGS,Vtuber,PSO2,PSO,ハトスケ,バーチャルYouTuber,ゲーム実況,実況,VTuber,VR,3D,アニメ,anime,pso2ngs,セガ,SEGA,GAME,RPG,アップデート,ファンタシースターオンライン2,PC,プレイステーション,PlayStation4,PS4,Switch,ぽぽな,龍が如く,オフィシャル,ポポナー,ハトスケッチ,鳩,ぽぽな,スクラッチ,ガチャ,MMO,RPG,アクション,AC,アークス",True,False,"Role-playing_video_game,Video_game_culture,Action_game",4667172,764,41700
vtuber,44,2018-12-25 17:34:22+00:00,,UUO6t0qBMe3dn5VrEZMx-zZQ,https://www.youtube.com/channel/UCO6t0qBMe3dn5VrEZMx-zZQ,http://www.youtube.com/@XVTubernoEkkusudayo,"🌞スーパーご機嫌！元気元気の個人V🌞
どうもこんにちは！個人VTuberのX(エックス)と申します！
よろしくお願いいたします～🥳

配信の予定などはTwitterにてお知らせしています！↓
https://twitter.com/GCNX11
マシュマロ↓　応援、感想おまちしております！✨✨
https://marshmallow-qa.com/gcnx11?t=xxoxdt&utm_medium=url_text&utm_source=promotion

感想・質問・応援・ファンアートそのほか諸々、
是非以下のハッシュタグをつけてツイートお願いします🎉
#Xのタグ

切り抜き動画等々への使用･作成大歓迎です！✨🎉
ご連絡等は必要ありませんがTwitter等で報告いただけたら大喜びしながら見に行きます✨🥰

チャンネル登録はこちら！ぜひよろしくお願いします！↓　
https://www.youtube.com/channel/UCO6t0qBMe3dn5VrEZMx-zZQ?sub_confirmation=1
",@xvtubernoekkusudayo,,True,False,"Action_game,Video_game_culture,Role-playing_video_game",942928,1190,2690
vtuber,45,2021-10-10 08:46:25.120231+00:00,HK,UU9eLf6guguIGd4E3wC-Dksw,https://www.youtube.com/channel/UC9eLf6guguIGd4E3wC-Dksw,http://www.youtube.com/@KuyaMimo,"✟ :－:+:－:+:－:+:－:+:－:+:－:+:－:+:－:+:－:+:－: ✟
在人類界生活的吸血鬼-玖夜ミモ
人間界に住む吸血鬼-玖夜ミモ
KuyaMimo, a vampires lives in human realm
✟ :－:+:－:+:－:+:－:+:－:+:－:+:－:+:－:+:－:+:－: ✟
來自玖夜吸血鬼家族的女兒，一次外出時不小心和家人走失並留在人類界
喜歡吃人類界的食物（在人類界生活很久了）
所以有很多喜愛的東西，不喜愛的東西都在人類界了
✟ :－:+:－:+:－:+:－:+:－:+:－:+:－:+:－:+:－:+:－: ✟
✟喜歡玩遊戲和聊天～
✟謝謝你們的支持和追隨~

✟Twitter
玖夜ミモ@VKuyaMimo
✟Facebook
玖夜ミモKuyaMimo【Vtuber】@KuyaMimoVtuber
",@kuyamimo,,True,False,"Role-playing_video_game,Casual_game,Action_game,Video_game_culture",40753,169,1040
vtuber,46,2019-10-31 04:09:32.044492+00:00,JP,UUzYQPx8MeE99DUkW9Y_txJw,https://www.youtube.com/channel/UCzYQPx8MeE99DUkW9Y_txJw,http://www.youtube.com/@V_Virgin_Mary,"主に「にじさんじ」「ホロライブ」のニュースを扱っています。
Vtuber業界の事故とその原因と対策について解説し、それをVTuberの運営やタレントやファンに周知することにより同じトラブルを未然に防ぎたいと願うチャンネルです。
よろしくお願いします。

twitter:https://twitter.com/V_Virgin_Mary
",@v_virgin_mary,,True,False,Entertainment,3395349,735,2730
vtuber,47,2022-03-19 10:42:28.155129+00:00,,UUMVQYZbLH8kvUbO5r--I0ow,https://www.youtube.com/channel/UCMVQYZbLH8kvUbO5r--I0ow,http://www.youtube.com/@ComunidadVtuber-Fenrir,"Hola soy FenrirVT ⭐
●Soy un clipero en crecimiento que trata de subir los momentos más graciosos, divertidos, y alegres algunas Vtubers.
●Subo clips de 8 vtubers diferentes (Pronto nuev@s vtubers)
●Gracias por el apoyo que han ofrecido a este canal. TQM ❤️

Como contactarme 🔮
●Discord: Fenrir_VT#7846 
●Twitter: FenrirVT
",@comunidadvtuber-fenrir,"Clips,vtuber,clips de vtuber,vtubers,clips karma,clips chessi,clips kendo,clips siri,clips emikukis,clips nori,clips rakkun,karma clips,siri clips,nori clips,chessi clips,emikukis clips,rakkun clips,clips de vtubers,vtuber clips",True,False,,32602996,865,43800
vtuber,48,2019-07-28 01:02:53+00:00,PE,UUmnpC_H6xJRtUEt63OCDwUA,https://www.youtube.com/channel/UCmnpC_H6xJRtUEt63OCDwUA,http://www.youtube.com/@ChannelparaVTubers,"Hola!!!   bienvenidos a esté su canal  Channel para VTuberes . Aquí encontraras los momentos más divertidos de las VTubers, Resumo directos con una buena edición, esté canal estara dando publicidad a los canales de VTUBERS QUE APARESCAN SIEMPRE DANDO SU RESPECTIVOS CREDITOS A ELLOS ,  ESPERAMOS HACER CRECER MAS LA COMUNIDAD DE VTUBERS / VSTREAMERS PEQUEÑOS COMO GRANDES  . 🤗🤗😄😃
RECUERDA SIEMPRE APOYAR A TUS VTUBERS / VSTREAMERS FAVORITAS SIN SER UN(  HEITER ).   UN SALUDO A TODOS LOS QUE PASEN POR AQUI .   APOYA A LA COMUNIDAD DE VTUBERS EHHHHH.😀😀😎",@channelparavtubers,"Channel para vtubers,vtubers,Channel para VTubers,Emikukis,clips,Emi,Emi vtuber,Emikukis vtuber,Emikukis reacciona",True,False,"Role-playing_video_game,Entertainment,Action_game,Video_game_culture",60503719,2691,131000
vtuber,49,2020-06-07 03:28:44.980897+00:00,,UUxFPGRIJ8yOAd61evqWd4CA,https://www.youtube.com/channel/UCxFPGRIJ8yOAd61evqWd4CA,http://www.youtube.com/@NaocchiVtuberUwU,"Hola!! Soy Nao una patata que hace directos en Twitch, espero que les guste mi contenido :3",@naocchivtuberuwu,"vtuber,vtubers,Vtuber,Naocchi,Naocchi Vtuber,NaocchiUwU,naocchiuwu,naocchi,naocchi vtuber,Naocchiuwu,NaocchiUwU vtuber,naocchiuwu vtuber,Naocchi vtuber",True,False,"Video_game_culture,Entertainment",4417869,518,44100
vtuber,50,2019-02-16 11:10:46+00:00,,UUntI1r5WWz7JsRXz-jQ743g,https://www.youtube.com/channel/UCntI1r5WWz7JsRXz-jQ743g,http://www.youtube.com/@krowkovtuber,"Just 1 crow using 5 models and 3 languages to make you laugh 365 days

100% Independent - Contact me for collabs or business through email or Discord.
",@krowkovtuber,"vtuber,envtuber,waifu,anime,krowko,kokochan,koko,kyoko,crow,goddess,tomboy,comedy,gaming,fps,gamer,livestream,streamer",True,False,"Role-playing_video_game,Video_game_culture,Action_game",1230932,854,34000
